236,lremovexattr,0xec,const char *path,const char *name,-,-,-,-,man/ cs/
237,fremovexattr,0xed,int fd,const char *name,-,-,-,-,man/ cs/
238,tkill,0xee,pid_t pid,int sig,-,-,-,-,man/ cs/
239,sendfile64,0xef,int out_fd,int in_fd,loff_t *offset,size_t count,-,-,man/ cs/
240,futex,0xf0,u32 *uaddr,int op,u32 val,struct timespec *utime,u32 *uaddr2,u32 val3,man/ cs/
241,sched_setaffinity,0xf1,pid_t pid,unsigned int len,unsigned long *user_mask_ptr,-,-,-,man/ cs/
242,sched_getaffinity,0xf2,pid_t pid,unsigned int len,unsigned long *user_mask_ptr,-,-,-,man/ cs/
243,io_setup,0xf3,unsigned nr_reqs,aio_context_t *ctx,-,-,-,-,man/ cs/
244,io_destroy,0xf4,aio_context_t ctx,-,-,-,-,-,man/ cs/
245,io_getevents,0xf5,aio_context_t ctx_id,long min_nr,long nr,struct io_event *events,struct timespec *timeout,-,man/ cs/
246,io_submit,0xf6,aio_context_t,long,struct iocb * *,-,-,-,man/ cs/
247,io_cancel,0xf7,aio_context_t ctx_id,struct iocb *iocb,struct io_event *result,-,-,-,man/ cs/
248,exit_group,0xf8,int error_code,-,-,-,-,-,man/ cs/
249,lookup_dcookie,0xf9,u64 cookie64,char *buf,size_t len,-,-,-,man/ cs/
250,epoll_create,0xfa,int size,-,-,-,-,-,man/ cs/
251,epoll_ctl,0xfb,int epfd,int op,int fd,struct epoll_event *event,-,-,man/ cs/
252,epoll_wait,0xfc,int epfd,struct epoll_event *events,int maxevents,int timeout,-,-,man/ cs/
253,remap_file_pages,0xfd,unsigned long start,unsigned long size,unsigned long prot,unsigned long pgoff,unsigned long flags,-,man/ cs/
254,not implemented,0xfe,-,-,-,-,-,-,-
255,not implemented,0xff,-,-,-,-,-,-,-
256,set_tid_address,0x100,int *tidptr,-,-,-,-,-,man/ cs/
257,timer_create,0x101,clockid_t which_clock,struct sigevent *timer_event_spec,timer_t * created_timer_id,-,-,-,man/ cs/
258,timer_settime,0x102,timer_t timer_id,int flags,const struct __kernel_itimerspec *new_setting,struct itimerspec *old_setting,-,-,man/ cs/
259,timer_gettime,0x103,timer_t timer_id,struct __kernel_itimerspec *setting,-,-,-,-,man/ cs/
260,timer_getoverrun,0x104,timer_t timer_id,-,-,-,-,-,man/ cs/
261,timer_delete,0x105,timer_t timer_id,-,-,-,-,-,man/ cs/
262,clock_settime,0x106,clockid_t which_clock,const struct __kernel_timespec *tp,-,-,-,-,man/ cs/
263,clock_gettime,0x107,clockid_t which_clock,struct __kernel_timespec *tp,-,-,-,-,man/ cs/
264,clock_getres,0x108,clockid_t which_clock,struct __kernel_timespec *tp,-,-,-,-,man/ cs/
265,clock_nanosleep,0x109,clockid_t which_clock,int flags,const struct __kernel_timespec *rqtp,struct __kernel_timespec *rmtp,-,-,man/ cs/
266,statfs64,0x10a,const char *path,size_t sz,struct statfs64 *buf,-,-,-,man/ cs/
267,fstatfs64,0x10b,unsigned int fd,size_t sz,struct statfs64 *buf,-,-,-,man/ cs/
268,tgkill,0x10c,pid_t tgid,pid_t pid,int sig,-,-,-,man/ cs/
269,utimes,0x10d,char *filename,struct timeval *utimes,-,-,-,-,man/ cs/
270,arm_fadvise64_64,0x10e,?,?,?,?,?,?,man/ cs/
271,pciconfig_iobase,0x10f,long which,unsigned long bus,unsigned long devfn,-,-,-,man/ cs/
272,pciconfig_read,0x110,unsigned long bus,unsigned long dfn,unsigned long off,unsigned long len,void *buf,-,man/ cs/
273,pciconfig_write,0x111,unsigned long bus,unsigned long dfn,unsigned long off,unsigned long len,void *buf,-,man/ cs/
274,mq_open,0x112,const char *name,int oflag,umode_t mode,struct mq_attr *attr,-,-,man/ cs/
275,mq_unlink,0x113,const char *name,-,-,-,-,-,man/ cs/
276,mq_timedsend,0x114,mqd_t mqdes,const char *msg_ptr,size_t msg_len,unsigned int msg_prio,const struct __kernel_timespec *abs_timeout,-,man/ cs/
277,mq_timedreceive,0x115,mqd_t mqdes,char *msg_ptr,size_t msg_len,unsigned int *msg_prio,const struct __kernel_timespec *abs_timeout,-,man/ cs/
278,mq_notify,0x116,mqd_t mqdes,const struct sigevent *notification,-,-,-,-,man/ cs/
279,mq_getsetattr,0x117,mqd_t mqdes,const struct mq_attr *mqstat,struct mq_attr *omqstat,-,-,-,man/ cs/
280,waitid,0x118,int which,pid_t pid,struct siginfo *infop,int options,struct rusage *ru,-,man/ cs/
281,socket,0x119,int,int,int,-,-,-,man/ cs/
282,bind,0x11a,int,struct sockaddr *,int,-,-,-,man/ cs/
283,connect,0x11b,int,struct sockaddr *,int,-,-,-,man/ cs/
284,listen,0x11c,int,int,-,-,-,-,man/ cs/
285,accept,0x11d,int,struct sockaddr *,int *,-,-,-,man/ cs/
286,getsockname,0x11e,int,struct sockaddr *,int *,-,-,-,man/ cs/
287,getpeername,0x11f,int,struct sockaddr *,int *,-,-,-,man/ cs/
288,socketpair,0x120,int,int,int,int *,-,-,man/ cs/
289,send,0x121,int,void *,size_t,unsigned,-,-,man/ cs/
290,sendto,0x122,int,void *,size_t,unsigned,struct sockaddr *,int,man/ cs/
291,recv,0x123,int,void *,size_t,unsigned,-,-,man/ cs/
292,recvfrom,0x124,int,void *,size_t,unsigned,struct sockaddr *,int *,man/ cs/
293,shutdown,0x125,int,int,-,-,-,-,man/ cs/
294,setsockopt,0x126,int fd,int level,int optname,char *optval,int optlen,-,man/ cs/
295,getsockopt,0x127,int fd,int level,int optname,char *optval,int *optlen,-,man/ cs/
296,sendmsg,0x128,int fd,struct user_msghdr *msg,unsigned flags,-,-,-,man/ cs/
297,recvmsg,0x129,int fd,struct user_msghdr *msg,unsigned flags,-,-,-,man/ cs/
298,semop,0x12a,int semid,struct sembuf *sops,unsigned nsops,-,-,-,man/ cs/
299,semget,0x12b,key_t key,int nsems,int semflg,-,-,-,man/ cs/
300,semctl,0x12c,int semid,int semnum,int cmd,unsigned long arg,-,-,man/ cs/
301,msgsnd,0x12d,int msqid,struct msgbuf *msgp,size_t msgsz,int msgflg,-,-,man/ cs/
302,msgrcv,0x12e,int msqid,struct msgbuf *msgp,size_t msgsz,long msgtyp,int msgflg,-,man/ cs/
303,msgget,0x12f,key_t key,int msgflg,-,-,-,-,man/ cs/
304,msgctl,0x130,int msqid,int cmd,struct msqid_ds *buf,-,-,-,man/ cs/
305,shmat,0x131,int shmid,char *shmaddr,int shmflg,-,-,-,man/ cs/
306,shmdt,0x132,char *shmaddr,-,-,-,-,-,man/ cs/
307,shmget,0x133,key_t key,size_t size,int flag,-,-,-,man/ cs/
308,shmctl,0x134,int shmid,int cmd,struct shmid_ds *buf,-,-,-,man/ cs/
309,add_key,0x135,const char *_type,const char *_description,const void *_payload,size_t plen,key_serial_t destringid,-,man/ cs/
310,request_key,0x136,const char *_type,const char *_description,const char *_callout_info,key_serial_t destringid,-,-,man/ cs/
311,keyctl,0x137,int cmd,unsigned long arg2,unsigned long arg3,unsigned long arg4,unsigned long arg5,-,man/ cs/
312,semtimedop,0x138,int semid,struct sembuf *sops,unsigned nsops,const struct __kernel_timespec *timeout,-,-,man/ cs/
313,vserver,0x139,?,?,?,?,?,?,man/ cs/
314,ioprio_set,0x13a,int which,int who,int ioprio,-,-,-,man/ cs/
315,ioprio_get,0x13b,int which,int who,-,-,-,-,man/ cs/
316,inotify_init,0x13c,-,-,-,-,-,-,man/ cs/
317,inotify_add_watch,0x13d,int fd,const char *path,u32 mask,-,-,-,man/ cs/
318,inotify_rm_watch,0x13e,int fd,__s32 wd,-,-,-,-,man/ cs/
319,mbind,0x13f,unsigned long start,unsigned long len,unsigned long mode,const unsigned long *nmask,unsigned long maxnode,unsigned flags,man/ cs/
320,get_mempolicy,0x140,int *policy,unsigned long *nmask,unsigned long maxnode,unsigned long addr,unsigned long flags,-,man/ cs/
321,set_mempolicy,0x141,int mode,const unsigned long *nmask,unsigned long maxnode,-,-,-,man/ cs/
322,openat,0x142,int dfd,const char *filename,int flags,umode_t mode,-,-,man/ cs/
323,mkdirat,0x143,int dfd,const char * pathname,umode_t mode,-,-,-,man/ cs/
324,mknodat,0x144,int dfd,const char * filename,umode_t mode,unsigned dev,-,-,man/ cs/
325,fchownat,0x145,int dfd,const char *filename,uid_t user,gid_t group,int flag,-,man/ cs/
326,futimesat,0x146,int dfd,const char *filename,struct timeval *utimes,-,-,-,man/ cs/
327,fstatat64,0x147,int dfd,const char *filename,struct stat64 *statbuf,int flag,-,-,man/ cs/
328,unlinkat,0x148,int dfd,const char * pathname,int flag,-,-,-,man/ cs/
329,renameat,0x149,int olddfd,const char * oldname,int newdfd,const char * newname,-,-,man/ cs/
330,linkat,0x14a,int olddfd,const char *oldname,int newdfd,const char *newname,int flags,-,man/ cs/
331,symlinkat,0x14b,const char * oldname,int newdfd,const char * newname,-,-,-,man/ cs/
332,readlinkat,0x14c,int dfd,const char *path,char *buf,int bufsiz,-,-,man/ cs/
333,fchmodat,0x14d,int dfd,const char * filename,umode_t mode,-,-,-,man/ cs/
334,faccessat,0x14e,int dfd,const char *filename,int mode,-,-,-,man/ cs/
335,pselect6,0x14f,int,fd_set *,fd_set *,fd_set *,struct timespec *,void *,man/ cs/
336,ppoll,0x150,struct pollfd *,unsigned int,struct timespec *,const sigset_t *,size_t,-,man/ cs/
337,unshare,0x151,unsigned long unshare_flags,-,-,-,-,-,man/ cs/
338,set_robust_list,0x152,struct robust_list_head *head,size_t len,-,-,-,-,man/ cs/
339,get_robust_list,0x153,int pid,struct robust_list_head * *head_ptr,size_t *len_ptr,-,-,-,man/ cs/
340,splice,0x154,int fd_in,loff_t *off_in,int fd_out,loff_t *off_out,size_t len,unsigned int flags,man/ cs/
341,arm_sync_file_range,0x155,?,?,?,?,?,?,man/ cs/
341,sync_file_range2,0x155,int fd,unsigned int flags,loff_t offset,loff_t nbytes,-,-,man/ cs/
342,tee,0x156,int fdin,int fdout,size_t len,unsigned int flags,-,-,man/ cs/
343,vmsplice,0x157,int fd,const struct iovec *iov,unsigned long nr_segs,unsigned int flags,-,-,man/ cs/
344,move_pages,0x158,pid_t pid,unsigned long nr_pages,const void * *pages,const int *nodes,int *status,int flags,man/ cs/
345,getcpu,0x159,unsigned *cpu,unsigned *node,struct getcpu_cache *cache,-,-,-,man/ cs/
346,epoll_pwait,0x15a,int epfd,struct epoll_event *events,int maxevents,int timeout,const sigset_t *sigmask,size_t sigsetsize,man/ cs/
